teamID,teamName,teamTrack,region,country,schools,kind,title,abstract,year
2342,Aalto-Helsinki,Therapeutics,europe,Finland,"Aalto University, Espoo, Finland
http://www.aalto.fi/en/

University of Helsinki, Helsinki, Finland
https://www.helsinki.fi/en",collegiate,Porifi - Purify your pores from acne bacteria,"Acne vulgaris affects 85% of adolescents at some point of their life, influencing their self-esteem negatively. Currently, antibiotics are among the most common acne treatments. However, 50% of bacteria associated with acne are already resistant to the antibiotics used. Our project aims to develop a novel treatment for acne using an antimicrobial peptide, dermcidin, naturally found in human sweat. Dermcidin has shown to be active against Propionibacterium acnes, the bacterium associated with acne.  Patients with acne also have reduced expression of dermcidin, which suggests that it might contribute to the condition. We aim to produce dermcidin tied to a cellulose-binding domain, which would enable the immobilization of the peptide on a cellulose surface. This would allow the usage of dermcidin in various skin care products, such as hydrogel masks and exfoliation pads.
",2017
3016,Aalto-Helsinki,Manufacturing,europe,Finland,"Aalto University
University of Helsinki",collegiate,VibXPRESSO - A Vibrio natriegens strain for efficient production and secretion of recombinant proteins,"Recombinant proteins are widely used in biomedical research and as biopharmaceutical compounds. Even with todayÂ’s technologies, improved efficacy is necessary as the demand for recombinant proteins is increasing Â– it has been estimated that within the next ten years half of all medicines developed will be biopharmaceuticals. 
 
Our iGEM project introduces VibXPRESSO - Vibrio natriegens with Xtreme PRotein Expression and Secretion Optimization. We harness the gram-negative bacterium's generation time of under 10 minutes to rapidly produce large amounts of protein for efficient purification. This is achieved via the twin-arginine translocation (Tat) pathway, that secretes proteins into the bacterium's periplasm. By environmental modifications we have increased the outer membrane leakiness of  V. natriegens, to direct proteins from the periplasm into the growth medium for easier protein harvest. As a proof of concept, we compared the yield of human growth hormone between V. natriegens WT ATCC 14048 and our modified VibXPRESSO strain.",2019
3386,Aalto-Helsinki,Environment,europe,Finland,"Aalto University, Espoo, Finland www.aalto.fi

University of Helsinki, Helsinki, Finland,  www.helsinki.fi
",collegiate,SINISENS - A step towards cleaner waters,"The presence of macrolide antibiotics in nature is a growing concern as they have been on the 'watch-list' of pharmaceuticals for EU-wide monitoring in aquatic environments for several years. They can be harmful for the environment and human health because they are persistent and can remain biologically active. Additionally, they may promote the development of antimicrobial resistance. According to various experts, there will likely be regulations regarding the monitoring of macrolide antibiotics in the near future. However, current methods for measuring them are time-consuming, expensive and require expertise. Our solution, SINISENS, is designed to aid wastewater treatment plants to monitor the concentrations of macrolide antibiotics and could be used to optimize the removal process. SINISENS is an optical on-site biosensor based on a genetic circuit that utilises a transcription factor called MphR to detect macrolide antibiotics. In the presence of these compounds, SINISENS produces green fluorescence as an output signal.",2020
3793,Aalto-Helsinki,New Application,europe,Finland,"Aalto University
Espoo, Finland
www.aalto.fi


University of Helsinki
Helsinki, Finland
www.helsinki.fi",collegiate,GutLux: shedding light on your gut,"Certain associations have been established that link several metabolites associated with the gut microbiota to mental disorders, amongst other illnesses. However, reliable measurements of these compounds are a major drawback for a better understanding of the connection between the gut microbiota and the brain. GutLux, our ingestible biosensor, tackles this by measuring the concentration of the metabolites in vivo, inside the gut. GutLux is comprised of two parts. The biological component responds to the concentration of metabolite by producing a light signal that can be measured quantitatively. The electronic component measures this signal and converts it to readable, wirelessly transmittable data. Our design focuses on compounds associated with mental health, but its use could be extended to other gut metabolites by adapting the biological component. In addition, we have devoted ourselves to create awareness of the importance of the gut microbiota in our wellbeing and its impact on mental health.",2021
4159,Aalto-Helsinki,Therapeutics,europe,Finland,"Aalto University
Espoo, Finland
www.aalto.fi

University of Helsinki
Helsinki, Finland
www.helsinki.fi",collegiate,Qblock - preventing biofilm formation by quorum quenching,"Chronic wounds are a ""hidden epidemic"" that place an undue strain on patients and the healthcare system. They often arise as a secondary complication of more persistent health problems. Biofilms are present around 80% of chronic wounds and contribute to their slowed healing. Our project, QBlock, is intended to limit biofilm formation by targeting bacterial communication molecules (i.e. AIPs) that contribute to biofilm formation in Staphylococcus epidermidis by impeding the bacterial communication via DARPins (designed Ankyrin Repeat Proteins), which are synthetic proteins mimicking antibodies. A DNA library of 42 DARPins was generated by altering and randomizing amino acid positions. AlphaFold2 predicted the structure of these DARPins, and the affinity of DARPins towards AIP was experimentally measured via ribosomal display. Control experiments employed a GFP-binding DARPin with a known sequence. Structural predictions and modeling not only confirmed a significant binding with AIP, but also highlighted the diversity and heterogeneity of DARPins.
",2022
4701,Aalto-Helsinki,Environment,europe,Finland,"Aalto University
Espoo, Finland
www.aalto.fi

University of Helsinki
Helsinki, Finland
www.helsinki.fi",collegiate,PET-2-Protein: Revolutionizing Plastic Recycling and Protein Production  ,"Our project aims to address two major global challenges: plastic pollution and food security. Our objective is to develop a proof-of-concept approach to convert PET plastic into a protein-rich biomass. The first phase includes enzymatic depolymerization of PET by the modified FAST-PETase and wild-type MHETase enzymes. We have produced PETase and attempted MHETase production via Escherichia coli BL21 (DE3) strain cloning. Following, the resulting monomers of the depolymerization process, Terephthalic Acid (TPA) and Ethylene Glycol (EG), are integrated within minimal media M9. This media is used to grow Rhodococcus opacus and Comamonas testosteroni bacterial strains. By utilising the monomers as their carbon source, the microorganisms produce a biomass which is further analysed, showing a significant content of proteins. In addition, we have designed new constructs to engineer other bacterial strains, Escherichia coli and Pseudomonas putida, to enhance the monomer assimilation pathways to improve their utilisation and the protein production.",2023
1352,Aberdeen_Scotland,Health & Medicine,europe,United Kingdom,"Institute of Medical Sciences
University of Aberdeen
Scotland
UK
http://www.abdn.ac.uk/ims",collegiate,"<i>E.coli</i> display of peptide mimotopes, integrated with quorum-sensing AND logic, for diagnosis of tropical diseases","<i>Trypanosoma.b. gambiense</i>, the causative agent of Trypanosomiasis (African Sleeping Sickness) infects 30,000 people worldwide, with 60 million at disease risk. Unrecognised, this disease is fatal, but accurate diagnosis, relying on detection of patient serum antibodies against two different trypanosomal antigens, allows successful treatment. We engineered autotransporters Ag43 and ice-nucleation protein to successfully express surface epitopes in <i>E.coli</i> that mimic two different trypanosomal antigens. Two <i>E.coli</i> strains were generated, each expressing a distinct surface epitope and either a quorum sensing (QS) sender or receiver module respectively. Immune pull-down of each strain, and their subsequent co-culture, produced a quorum signal, indicating successful detection of two distinct antibody populations in a serum sample.  We constructed a cheap, Raspberry Pi computer-controlled fluorimeter suitable for developing countries, showing it could detect QS fluorescence output. This novel application of antigen display, and quorum sensing to implement AND logic sensing, facilitates cheap, simple diagnosis of tropical diseases.

",2014
2941,Aboa,Diagnostics,europe,Finland,"University of Turku
Turku, FINLAND
www.utu.fi

Ã…bo Akademi University
Turku, FINLAND
www.abo.fi",collegiate,Expanded genetic code to control antibody orientation in immunodiagnostics ,"Antibody based diagnostic tests or immunoassays are widely used to quicken treatment decision-making and to enable patients to test themselves for example for pregnancy. However, the analyte binding antibodies in conventional immunoassays are randomly immobilized onto a test surface blocking some binding sites from the analytes. When the concentration of a disease marker as the analyte is below the detection limit or the sensitivity, the signal could be improved by orienting the antibodies. Our objective was to orientate a digoxigenin binding Fab fragment of the antibody by incorporating a p-azido-L-phenylalanine, an unnatural amino acid with click chemistry properties. As a control, we used a chemically treated Fab including azide in random locations. The Fabs were immobilized onto DBCO coated magnetic beads and the bound fluorescently labeled digoxigenin was measured with flow cytometry. According to the results, orientation improved the signal and made the test surface more homogeneous.",2019
3872,Aboa,Environment,europe,Finland,"University of Turku (www.utu.fi)
Turku, FINLAND
",collegiate,The Lac Case - Utilization of laccases for pharmaceutical waste detoxification,"Pharmaceutical waste is one of the most deleterious pollutants in the Baltic Sea. Especially the non-steroidal anti-inflammatory drug diclofenac is causing severe harm to this delicate ecosystem. The current removal efficiency of diclofenac is only 27% at our local wastewater treatment plant. The project objective was to contribute to the development of a microbial wastewater treatment system for the detoxification of this compound. The approach was to overexpress and extract three heterologous laccases, specific enzymes which are capable of catalyzing the conversion of diclofenac into less harmful derivatives, in engineered E. coli. We were able to successfully produce and purify CotA (from B. subtilis) and CueO (from E. coli), of which CotA was shown to have catalytic activity in vitro. Implementation of this work would include the expression of this laccase in photosynthetic cyanobacteria in a closed bioreactor system, integrated as a part of the wastewater purification process.",2021
4207,Aboa,Food & Nutrition,europe,Finland,"University of Turku, Turku, FINLAND www.utu.fi",collegiate,CropFold - A Bioassay for Easy On-site Plant Pathogen Detection,"Plant diseases are an increasing threat to global food security. As plant infections can rarely be visualized at early phases of plant-pathogen encounter, we sought to devise a bioassay kit that could identify an infection before phenotypic symptoms arise. For this purpose we developed a low-cost cell-free system to be used on-site, based on exchangeable toehold switches that respond to pathogen-specific gene sequences. As a demonstration, we built a novel toehold switch for detecting barley yellow dwarf virus (BYDV), and compiled a library of alternative switches towards other pathogens to showcase system modularity. Reporter plasmids harboring the BYDV toehold switch were successfully constructed, and the reporter protein expression without the toehold was shown to work in a cell-free system. Although the function of the toehold-reporter combinations could not be verified, several iterations of system testing allowed us to pinpoint critical issues for the next steps of the assay development.",2022
4831,ABOA-Turku,Bioremediation,europe,Finland,"University of Turku, Turku, Finland (www.utu.fi)
Ã…bo Akademi University, Turku, Finland (www.abo.fi)",collegiate,MercuLess - merciless fight against mercury,"There is a high possibility that methylmercury is inside you. It bioaccumulates through food chains gathering up in organisms near the top: fish, seals and us humans. Methylmercury is toxic due to its affinity to sulfhydryl groups, which bind to proteins and disturb their functions. This causes health risks, such as neurological and fertility problems, in organisms. We, team ABOA, are fighting this with our friend Synechocystis. Synechocystis is a cyanobacterium that uses light and carbon dioxide as its energy thus it is a unique sustainable solution. With synthetic biology we are enhancing the capture of the methylmercury from waters and then we gather it up safely. This is achieved by expressing merB protein that cuts the bond between methyl and mercury and merA protein reduces the ionic form to elemental mercury. We are fighting to ensure clean habitats, ecological balances and the safe use of fish for us all. 
",2023
4068,ABSI_Kenya,Environment,africa,Kenya," Community Laboratory, Nairobi Kenya.",community_lab,Development of a Portable Biosensor for Detection of Selected Contaminants in Drinking Water,"Access to safe drinking water is essential for humans. However, drinking water quality is a major source of human infections in low and middle-income countries. Conventional methods for detecting contaminants in drinking water is time-consuming, labour-intensive and expensive. This study aims to overcome this challenge by constructing and validating a cheap, easy to use portable device for the detection of selected contaminants in drinking water. The Â“Build, Test, DesignÂ” cycle will be employed. Appropriate parts will be identified for the selected contaminants and obtained from the iGEM repository. Modelling and simulation will be done to select the best combination. Next, the designed model will be tested for the detection of specific contaminants. Findings from this study will demonstrate the importance of synthetic biology in solving human problems by providing a user-friendly, inexpensive, home-deployable biosensor. 

",2021
3272,ACIBADEM_ISTANBUL,High School,asia,Turkey,"ACIBADEM UNIVERSITY SCHOOL OF MEDICINE
KOC HIGH SCHOOL
NOTRE DAME DE SION HIGH SCHOOL",high_school,Designing a wide spectrum synthetic antivenom: VenomXL,"The Opossum is an animal with outstanding resistance to toxins, snake venoms in particular. This anti-venom ability is gained through a single protein; the Lethal Toxin Neutralizing Factor (LTNF). We are attempting to produce an improved synthetic and cost-effective version of the active domain of the protein as a synthetic anti-venom for human use. VenomXL incorporates the power of the post-translational modification processes primarily methylation or acetylation on critical locations of the active polypeptide of the LTNF that improved target affinity. The synthetic polypeptide is then circularized, a process that comprises of adding cysteine amino acids to both ends of a polypeptide chain; triggering the formation of a disulphide bridge, ultimately leading to a circular structure. Circularized synthetic peptides are known for not only greater stability but also greater efficacy thereby improving its shelf life and lowering the required dosage for treatment, ultimately providing a more efficient bioproduct.",2019
4089,ACIBADEM_ISTANBUL,High School,europe,Turkey,"Acibadem University, Notre Dame de Sion Istanbul, Saint Benoit, Galatasaray High Schools
Istanbul, Turkey
acibadem.edu.tr/en
sb.k12.tr/en/
nds.k12.tr
gsl.gsu.edu.tr/en/",high_school,Rapid Easy Point of Care Diagnostics by Combining Antigen Tests and Nucleic Acid Amplification,"Nucleic acid amplification tests like polymerase chain reaction have high sensitivity and are the standard test for the diagnosis of infections like Covid19. However, they require molecular biology laboratories and trained personnel. Therefore, they are not point of care (POC) diagnostics. Rapid antigen tests fix an antibody to a chromatic paper strip, detecting antigens binding to this antibody. However, since there is no amplification, sensitivity is low. Combining the principles of these methods, our kit works by binding a molecule of the infectious agent on a strip via antibody or DNA probe, then doing signal amplification on the bound molecule. This involves an innovative isothermal nucleic acid amplification at room temperature, not requiring sophisticated instruments. The nucleic acid amplification depends on a synthetic original enzyme that can cut one strand enabling strand displacement by DNA polymerase. This method may enable rapid diagnosis of diseases at POC and help control pandemics.
",2021
1261,Acton-BoxboroughRHS,,north-america,United States,"Acton-Boxborough Regional High School 
Acton, MA 01720
http://ab.mec.edu/abrhs/",high_school,Project E. coli Luwak,"Kopi Luwak coffee is the rarest and the most expensive type of coffee in the world, and is processed from feces of the Asian Palm Civet (Paradoxurus hermaphroditus). As the coffee berries are digested, bitter components of the coffee bean are broken down. Later, the beans are cleaned, roasted, and brewed to make the Kopi Luwak coffee.
The problem with the procedure today is that farming industries keeps tens of thousands of civets living in battery cages, and force-feeds them only coffee berries. As a result of the treatment, the Asian Palm Civet population is declining.
We propose to make this process humane, efficient, and sanitary by instead using bacteria to produce the coffee. We will accomplish this by genetically engineering E. coli with genes for various digestive enzymes, thus simulating the digestive process of the civets with coffee berries so we can finally save the Asian Palm Civets.",2014
2217,AFCM-Egypt,Therapeutics,africa,Egypt,"Armed Forces College of Medicine, Cairo,Egypt
http://www.afcm.ac.eg",collegiate,Knock-in of Circular RNA gene in Hepatocellular Carcinoma cells via CRISPR/Cas9," Hepatocellular Carcinoma (HCC) is the leading cause of cancer deaths worldwide & ranked first among cancers in males and next to breast cancer among females in Egypt - based upon results of National Cancer Registry Program of Egypt-. ""Grabbing the problem from the roots"" is the best way to decently describe the use of CRISPR, a special gene editing technique that we will be using to modulate a certain circRNA and adjust its gene expression, which is down-regulated in hepatocellular carcinoma. This in consequence modifies miRNA expression thus amending the mRNA gene expression; which is the visible problem in our trials. This will lead us to adopt a novel strategy for miRNA suppression by using circRNAs. This is accomplished by utilizing a synthetic circuit to give rise to a springboard in our battle against cancer. ",2017
3244,AFCM-Egypt,Therapeutics,africa,Egypt,Armed Forces College of Medicine,collegiate,A Modular TanCAR T-Cell Framework Targeting Schistosomiasis-Associated Bladder Cancer: An In Vitro Study,"Bladder Cancer is the 7th most common cancer among males and 17th among females. Egypt ranks 10th amongst the countries with highest bladder cancer incidence rates. This has been attributed to endemic parasitic infestation with Schistosoma Hematobium.  Schistosomiasis-associated bladder cancer constitutes 60% of cases. In our project, we aimed to  engineer the chimeric antigen receptor T-cells capable  of  targeting schistosomiasis-associated bladder cancer cells as well as overcoming the immuno-suppressive conditions associated with the tumor microenvironment. 
To achieve this purpose, we devised a computational framework for antibody design producing single chain variable fragments which target intracellular antigens. We then engineered dual 4th generation TanCAR-T cells (using CRISPR-CAS9) with enhanced cytokine production and a dual functionality against cancer cells as well as the egg form of the parasite. We also optimized the CAR design by directed silencing of exhaustiveness-inducing transcription factors utilizing a computational pipeline for designing and optimizing silencing RNAs cassettes. 
",2019
3504,AFCM-Egypt,Therapeutics,africa,Egypt,"Armed Forces College of Medicine
Cairo, Egypt
www.afcm.edu.eg",collegiate,Neo-epitope discovery for DNA-launched RNA replicons: paving the way to efficient breast cancer vaccination,"Triple negative breast cancer is one of the most aggressive breast cancer subtypes. It is characterized by a generally poor prognosis and strong resistance to traditional therapies.  This season, we focused on designing a novel immunotherapeutic approach involving DNA-launched RNA Replicons (DREP). We utilized our hotspot detection tool, Â“CustommuneÂ”, to generate a list of candidate neo-epitopes from clinically prioritized neoantigens thus reducing the need for extensive sequencing approaches. After in silico validation of our generated neo-epitope predictions, we devised a DREP-based platform to effectively deliver our multi-neo-epitope vaccine. The platform utilizes the inherent self-amplification ability of RNA-replicons to ensure enhanced neo-antigen uptake and presentation leading to the mounting of efficient cellular and humoral immune responses against TNBC. Embedded with optimized subgenomic regulation and linker-peptides alongside glycine-alanine repeats (GAr), a miRNA-based immune evasion mechanism and an OFF-switch, our platform is predicted to be highly safe and efficient through experimentally-driven mathematical simulations.",2020
3743,AFCM-Egypt,Therapeutics,africa,Egypt,"Armed Forces College of Medicine, Cairo, Egypt",collegiate,Deep Learning-Assisted Immunotherapy Platform for Triple-Negative Breast Cancer (TNBC),"Immunotherapy provides new therapeutic opportunities for various cancers and infectious diseases. Herein, triple-negative breast cancer immunotherapy is achieved via circuits developed to operate logical decisions upon recognizing intracellular targets. Using DNA launching of replicons as a potent delivery system, the platform regulates the expression of the subgenomic immunotherapeutic message based on sensing intracellular mRNAs or proteins via novel protein fusion constructs. 
This regulation depends on a set of riboswitches to control downstream expression. To provide a safety switch for clinical applications, the system can be stopped through a small molecule inhibition. This design is also environment-responsive, as it depends on a set of toehold-like switches to sense cell-specific set of RNAs leading to feedback regulation of the delivered cargo. 
The platform was adapted to deliver intratumoral oncolytic and immunotherapeutic signals. It is aided by a set of deep learning models and a computational directed evolution algorithm for developing functional proteins.",2021
4140,AFCM-Egypt,Diagnostics,africa,Egypt,Armed Forces College of Medicine ,collegiate,A Phenylketonuria Diagnostic Platform using Aptamers and E.coli-Based Biosensors along with a Novel Therapeutic Approach.,"Phenylketonuria is a metabolic disorder that induces brain damage due to phenylalanine hydroxylase (PAH) deficiency. Herein, we are establishing a diagnostic and therapeutic platform for Phenylketonuria as a prototype for Inborn Errors of Metabolism. The diagnostic approach is achieved via Lateral Flow Assay which provides a cost-effective, accurate, and user-friendly test. We are introducing a novel consumption line in which aptamers-nanoparticles conjugates with pre-specified concentrations consume the normal level of phenylalanine in the sample. The designed aptamers are generated using our directed evolution software tool. Subsequently, the sample passes through the test line that contains a whole cell-based biosensor that releases beta-galactosidase enzyme, providing a semi-quantitative colorimetric signal. This approach uses a CRISPR-regulated therapeutic circuit to control the release of PAH. We introduce a novel Selective Endogenous eNcapsidation for cellular Delivery (SEND) of PAH. Furthermore, safety measures included incorporating anti-CRISPR proteins to control off-targeting actions of Cas proteins.",2022
4586,AFCM-Egypt,Therapeutics,africa,Egypt,"Armed Forces College of Medicine (AFCM)
Ehsan Abdelkodous street, Heliopolis, Cairo, Egypt
http://www.afcm.ac.eg",collegiate,A therapeutic approach for Rheumatoid Arthritis using Mesenchymal Stem Cells for tissue-specific exosomal mRNA delivery,"Our team has developed a novel therapeutic platform for Rheumatoid Arthritis (RA), which is an autoimmune condition that mainly targets synovial joints, resulting in prominent joint inflammation. Conventional treatments for RA can have dangerous side effects, especially with long-term use. Introducing our SUPER-Cell, which consist of mesenchymal stem cells that have been engineered to express a Syn-Notch receptor. This receptor is designed to specifically target autoreactive B-cells, while avoiding normal B-cell colonies. This is followed by release of our exosomal delivery system that carries our therapeutic CRISPR/Cas cargo to the autoreactive cells, initiating apoptosis of these cells and decreasing the progression of the disease. Our system is regulated by both external and internal control measures, to ensure its specificity and safety. We aim at turning our approach into a universal platform for managing other autoimmune conditions. ",2023
4778,AFMU-China,Diagnostics,asia,China,"Air Force Medical University
Xi'an City, Shaanxi Province, China
www.fmmu.edu.cn",collegiate,DNA-RNA chimeric circular probe-based DSN/Cas12a double enzymatic plasma trace microRNA detection system,"The metabolic syndrome (MetS) is a common metabolic disorder caused by many risk factors, such as hypertension, dyslipidemia and central obesity, which increases the risk for cardiovascular disease, type 2 diabetes and even colon cancer. Nowadays, MetS has become one of the major public-health challenges worldwide. However, lack of early diagnosis hinders the timely awareness of MetS. Therefore, we have developed a new testing system with double enzymes, DSN and Cas12a, combined with one circular probe that consists of anti-sense DNA sequence for target microRNA and specific sgRNA, to catch the trace microRNA in the plasma and then convert target microRNA quantities into visible signals by colloidal gold particles for early MetS diagnosis. With linear and exponential amplification advances, our system could successfully detect the disease-related microRNA in plasma. After reading the results by APP, our system could provide the diagnosis report about MetS, even telemedicine.",2023
